title,psalm_subtitle,psalm_id,psalm_page,psalm_step,psalm_tags,psalm_capo,psalm_audio,psalm_html,psalm_text
"ID Y ANUNCIAD A MIS HERMANOS","","92","92","pre","fin|pas|pen","0","https://aleyoscar.com/audio/es-es/id-y-anunciad-a-mis-hermanos.mp3","<div class='column'></div>","a id anunciad mis hermanos y"
"IMPROPERIOS","","93","93","pre","com|pan","0","https://aleyoscar.com/audio/es-es/improperios.mp3","<div class='column'></div>","improperios"
"JACOB","","228","228","cat","","0","https://aleyoscar.com/audio/es-es/jacob.mp3","<div class='column'></div>","jacob"
"JERUSALÉN RECONSTRUIDA","","94","94","pre","pas|pen|pax","0","https://aleyoscar.com/audio/es-es/jerusalen-reconstruida.mp3","<div class='column'></div>","reconstruida jerusalen"
"JESÚS RECORRÍA TODAS LAS CIUDADES","","95","95","pre","","0","https://aleyoscar.com/audio/es-es/jesus-recorria-todas-las-ciudades.mp3","<div class='column'></div>","las jesus ciudades recorria todas"
"LA CORDERA DE DIOS","","96","96","pre","vir","0","https://aleyoscar.com/audio/es-es/la-cordera-de-dios.mp3","<div class='column'></div>","la de dios cordera"
"LA ESPADA","","97","97","pre","com|vir","0","https://aleyoscar.com/audio/es-es/la-espada.mp3","<div class='column'></div>","la espada"
"LA MARCHA ES DURA","","98","98","pre","com","0","https://aleyoscar.com/audio/es-es/la-marcha-es-dura.mp3","<div class='column'></div>","la marcha es dura"
"LA PALOMA VOLÓ","","242","242","ele","","0","https://aleyoscar.com/audio/es-es/la-paloma-volo.mp3","<div class='column'></div>","la paloma volo"
"LA SALVE","","99","99","pre","com|vir","0","https://aleyoscar.com/audio/es-es/la-salve.mp3","<div class='column'></div>","la salve"
"LA SIEGA DE LAS NACIONES","","100","100","pre","fin","0","https://aleyoscar.com/audio/es-es/la-siega-de-las-naciones.mp3","<div class='column'></div>","la las de siega naciones"
"LA VOZ DE MI AMADO","","101","101","pre","vin|pas|pen","0","https://aleyoscar.com/audio/es-es/la-voz-de-mi-amado.mp3","<div class='column'></div>","la voz de amado mi"
"LAS ARMAS DE LA LUZ","","102","102","pre","com","0","https://aleyoscar.com/audio/es-es/las-armas-de-la-luz.mp3","<div class='column'></div>","la las de luz armas"
"LAUDA SION","","103","103","pre","pas|pen","0","https://aleyoscar.com/audio/es-es/lauda-sion.mp3","<div class='column'></div>","lauda sion"
"LETANÍAS DE LOS SANTOS","","189","189","lit","","0","https://aleyoscar.com/audio/es-es/letanias-de-los-santos.mp3","<div class='column'></div>","los de letanias santos"
"LETANÍAS PENITENCIALES 1","","191","191","lit","","0","https://aleyoscar.com/audio/es-es/letanias-penitenciales-1.mp3","<div class='column'></div>","1 penitenciales letanias"
"LETANÍAS PENITENCIALES 11","","192","192","lit","","0","https://aleyoscar.com/audio/es-es/letanias-penitenciales-11.mp3","<div class='column'></div>","11 penitenciales letanias"
"LEVANTO MIS OJOS A LOS MONTES","","105","105","pre","com|int","0","https://aleyoscar.com/audio/es-es/levanto-mis-ojos-a-los-montes.mp3","<div class='column'></div>","ojos a montes mis levanto los"
"LLEGUE HASTA TU PRESENCIA MI CLAMOR","","106","106","pre","com|int","0","https://aleyoscar.com/audio/es-es/llegue-hasta-tu-presencia-mi-clamor.mp3","<div class='column'></div>","presencia tu hasta clamor llegue mi"
"LLÉVAME AL CIELO","","107","107","pre","fin|pas|pen","0","https://aleyoscar.com/audio/es-es/llevame-al-cielo.mp3","<div class='column'></div>","cielo al llevame"
"MAGNÍFICAT","","108","108","pre","vir","0","https://aleyoscar.com/audio/es-es/magnificat.mp3","<div class='column'></div>","magnificat"
"MARÍA, CASA DE BENDICIÓN","","109","109","pre","vin|pas|pen|vir","0","https://aleyoscar.com/audio/es-es/maria-casa-de-bendicion.mp3","<div class='column'></div>","de bendicion maria casa"
"MARÍA DE JASNA GÓRA","","110","110","pre","vir","0","https://aleyoscar.com/audio/es-es/maria-de-jasna-gora.mp3","<div class='column'></div>","de gora maria jasna"
"MARÍA, MADRE DE LA IGLESIA","","111","111","pre","com|pan|vir","0","https://aleyoscar.com/audio/es-es/maria-madre-de-la-iglesia.mp3","<div class='column'></div>","la de maria madre iglesia"
"MARÍA, MADRE DEL CAMINO ARDIENTE","","112","112","pre","vir","0","https://aleyoscar.com/audio/es-es/maria-madre-del-camino-ardiente.mp3","<div class='column'></div>","del maria ardiente madre camino"
"MARÍA, PEQUEÑA MARÍA","","113","113","pre","com|vir","0","https://aleyoscar.com/audio/es-es/maria-pequena-maria.mp3","<div class='column'></div>","maria pequena"
"ME ENSEÑARÁS EL CAMINO DE LA VIDA","","114","114","pre","int|pas|pen","0","https://aleyoscar.com/audio/es-es/me-ensenaras-el-camino-de-la-vida.mp3","<div class='column'></div>","la el de ensenaras me camino vida"
"ME HAS SEDUCIDO, SEÑOR","","115","115","pre","","0","https://aleyoscar.com/audio/es-es/me-has-seducido-senor.mp3","<div class='column'></div>","has senor seducido me"
"ME ROBASTE EL CORAZÓN","","243","243","ele","","0","https://aleyoscar.com/audio/es-es/me-robaste-el-corazon.mp3","<div class='column'></div>","robaste corazon el me"
"MIRAD QUÉ ESTUPENDO","","116","116","pre","pax","0","https://aleyoscar.com/audio/es-es/mirad-que-estupendo.mp3","<div class='column'></div>","estupendo que mirad"
"MISERICORDIA, DIOS MÍO","","117","117","pre","com","0","https://aleyoscar.com/audio/es-es/misericordia-dios-mio.mp3","<div class='column'></div>","misericordia dios mio"
"MISERICORDIA MÍA, MISERICORDIA","","118","118","pre","com","0","https://aleyoscar.com/audio/es-es/misericordia-mia-misericordia.mp3","<div class='column'></div>","misericordia mia"
"MUCHO ME HAN PERSEGUIDO","","119","119","pre","","0","https://aleyoscar.com/audio/es-es/mucho-me-han-perseguido.mp3","<div class='column'></div>","han mucho perseguido me"
"NINGUNO PUEDE SERVIR A DOS SEÑORES","","229","229","cat","","0","https://aleyoscar.com/audio/es-es/ninguno-puede-servir-a-dos-senores.mp3","<div class='column'></div>","dos a puede senores ninguno servir"
"NO ESTÁ AQUÍ, RESUCITÓ","","120","120","pre","pas|pen","0","https://aleyoscar.com/audio/es-es/no-esta-aqui-resucito.mp3","<div class='column'></div>","esta aqui no resucito"
"NO HAY EN ÉL PARECER","","121","121","pre","pan","0","https://aleyoscar.com/audio/es-es/no-hay-en-el-parecer.mp3","<div class='column'></div>","hay no el en parecer"
"NO RESISTÁIS AL MAL","","230","230","cat","","0","https://aleyoscar.com/audio/es-es/no-resistais-al-mal.mp3","<div class='column'></div>","al no mal resistais"
"NO SUFRAS POR LOS MALVADOS","","231","231","cat","com","0","https://aleyoscar.com/audio/es-es/no-sufras-por-los-malvados.mp3","<div class='column'></div>","por no malvados los sufras"
"NOLI ME TANGERE","","122","122","pre","pas|pen","0","https://aleyoscar.com/audio/es-es/noli-me-tangere.mp3","<div class='column'></div>","tangere noli me"
"OH CIELOS, LLOVED DE LO ALTO","","123","123","pre","","0","https://aleyoscar.com/audio/es-es/oh-cielos-lloved-de-lo-alto.mp3","<div class='column'></div>","lo de oh cielos lloved alto"
"OH DIOS, POR TU NOMBRE SÁLVAME","","124","124","pre","","0","https://aleyoscar.com/audio/es-es/oh-dios-por-tu-nombre-salvame.mp3","<div class='column'></div>","por nombre dios tu oh salvame"
"OH DIOS, TÚ ERES MI DIOS","","125","125","pre","","0","https://aleyoscar.com/audio/es-es/oh-dios-tu-eres-mi-dios.mp3","<div class='column'></div>","dios tu oh eres mi"
"OH JESÚS, AMOR MÍO","","126","126","pre","com|pan","0","https://aleyoscar.com/audio/es-es/oh-jesus-amor-mio.mp3","<div class='column'></div>","amor jesus oh mio"
"OH MUERTE, ¿DÓNDE ESTÁ TU VICTORIA?","","127","127","pre","vin|pas|pen","0","https://aleyoscar.com/audio/es-es/oh-muerte-donde-esta-tu-victoria.mp3","<div class='column'></div>","esta muerte tu oh donde victoria"
"OH SEÑOR, MI CORAZÓN YA NO ES AMBICIOSO","","232","232","cat","","0","https://aleyoscar.com/audio/es-es/oh-senor-mi-corazon-ya-no-es-ambicioso.mp3","<div class='column'></div>","ambicioso no corazon oh ya senor es mi"
"OH SEÑOR, NUESTRO DIOS","","128","128","pre","int","0","https://aleyoscar.com/audio/es-es/oh-senor-nuestro-dios.mp3","<div class='column'></div>","nuestro oh dios senor"
"OS TOMARÉ DE ENTRE LAS NACIONES","","129","129","pre","int|pas|pen","0","https://aleyoscar.com/audio/es-es/os-tomare-de-entre-las-naciones.mp3","<div class='column'></div>","tomare las os de entre naciones"
"PADRE NUESTRO","","193","193","lit","","0","https://aleyoscar.com/audio/es-es/padre-nuestro.mp3","<div class='column'></div>","nuestro padre"
"PALOMA INCORRUPTA","","130","130","pre","pas|pen|vir","0","https://aleyoscar.com/audio/es-es/paloma-incorrupta.mp3","<div class='column'></div>","paloma incorrupta"
"PENTECOSTÉS","","131","131","pre","vin|pas|pen","0","https://aleyoscar.com/audio/es-es/pentecostes.mp3","<div class='column'></div>","pentecostes"
"PLEGARIA EUCARÍSTICA II - MODELO I","","194","194","lit","","0","https://aleyoscar.com/audio/es-es/plegaria-eucaristica-ii-modelo-i.mp3","<div class='column'></div>","eucaristica i plegaria modelo ii"
"PLEGARIA EUCARÍSTICA II - MODELO II","(1987)","197","197","lit","","0","https://aleyoscar.com/audio/es-es/plegaria-eucaristica-ii-modelo-ii.mp3","<div class='column'></div>","eucaristica 1987 plegaria modelo ii"
"PLEGARIA EUCARÍSTICA IV","(1988)","200","200","lit","","0","https://aleyoscar.com/audio/es-es/plegaria-eucaristica-iv.mp3","<div class='column'></div>","1988 plegaria eucaristica iv"
"POR EL AMOR DE MIS AMIGOS -","","132","132","pre","pax","0","https://aleyoscar.com/audio/es-es/por-el-amor-de-mis-amigos.mp3","<div class='column'></div>","por el mis de amigos amor"
"POR QUÉ ESTA NOCHE ES DIFERENTE","","133","133","pre","lib|pas|pen","0","https://aleyoscar.com/audio/es-es/por-que-esta-noche-es-diferente.mp3","<div class='column'></div>","esta por que diferente noche es"
"POR QUÉ LAS GENTES CONJURAN","","134","134","pre","com","0","https://aleyoscar.com/audio/es-es/por-que-las-gentes-conjuran.mp3","<div class='column'></div>","por gentes las que conjuran"
"PORQUE MI YUGO ES SUAVE","","135","135","pre","com","0","https://aleyoscar.com/audio/es-es/porque-mi-yugo-es-suave.mp3","<div class='column'></div>","porque yugo es suave mi"
"PREFACIO PARA ADVIENTO Y NAVIDAD","","204","204","lit","","0","https://aleyoscar.com/audio/es-es/prefacio-para-adviento-y-navidad.mp3","<div class='column'></div>","prefacio para y navidad adviento"
"PREFACIO PARA EL TIEMPO PASCUAL","","205","205","lit","","0","https://aleyoscar.com/audio/es-es/prefacio-para-el-tiempo-pascual.mp3","<div class='column'></div>","el prefacio pascual para tiempo"
"PREGÓN PASCUAL","","206","206","lit","","0","https://aleyoscar.com/audio/es-es/pregon-pascual.mp3","<div class='column'></div>","pascual pregon"
"QUÉ AMABLES SON TUS MORADAS","","136","136","pre","com|int","0","https://aleyoscar.com/audio/es-es/que-amables-son-tus-moradas.mp3","<div class='column'></div>","son que amables tus moradas"
"QUÉ ESTUPENDO, QUÉ ALEGRÍA","","137","137","pre","pax","0","https://aleyoscar.com/audio/es-es/que-estupendo-que-alegria.mp3","<div class='column'></div>","estupendo que alegria"
"QUIÉN ES ESTA QUE SUBE DEL DESIERTO","","138","138","pre","vin|fin|pas|pen","0","https://aleyoscar.com/audio/es-es/quien-es-esta-que-sube-del-desierto.mp3","<div class='column'></div>","esta del que desierto sube quien es"
"QUIÉN NOS SEPARARÁ","","139","139","pre","vin|com","0","https://aleyoscar.com/audio/es-es/quien-nos-separara.mp3","<div class='column'></div>","nos quien separara"
"QUIERO ANDAR, MADRE, A JERUSALÉN","","140","140","pre","fin|pas|pen","0","https://aleyoscar.com/audio/es-es/quiero-andar-madre-a-jerusalen.mp3","<div class='column'></div>","a andar quiero jerusalen madre"
"QUIERO CANTAR","","141","141","pre","com","0","https://aleyoscar.com/audio/es-es/quiero-cantar.mp3","<div class='column'></div>","quiero cantar"
"RESUCITÓ","","142","142","pre","vin|pas|pen","0","https://aleyoscar.com/audio/es-es/resucito.mp3","<div class='column'></div>","resucito"
"RESURREXIT","","143","143","pre","pas|pen","0","https://aleyoscar.com/audio/es-es/resurrexit.mp3","<div class='column'></div>","resurrexit"
"SALMODIA PARA EL EVANGELIO","","208","208","lit","","0","https://aleyoscar.com/audio/es-es/salmodia-para-el-evangelio.mp3","<div class='column'></div>","evangelio para el salmodia"
"SALMODIA PARA EL ROSARIO","","209","209","lit","","0","https://aleyoscar.com/audio/es-es/salmodia-para-el-rosario.mp3","<div class='column'></div>","para rosario el salmodia"
"SALMODIA PARA EL SALMO RESPONSORIAL","","210","210","lit","","0","https://aleyoscar.com/audio/es-es/salmodia-para-el-salmo-responsorial.mp3","<div class='column'></div>","el salmodia salmo para responsorial"
"SALMODIAS PARA LA ORACIÓN DE LOS FIELES","","211","211","lit","","0","https://aleyoscar.com/audio/es-es/salmodias-para-la-oracion-de-los-fieles.mp3","<div class='column'></div>","la oracion fieles de para los salmodias"
"SALMODIAS PARA LAUDES","","212","212","lit","","0","https://aleyoscar.com/audio/es-es/salmodias-para-laudes.mp3","<div class='column'></div>","salmodias para laudes"
"SALVE, REINA DE LOS CIELOS","","144","144","pre","vir","0","https://aleyoscar.com/audio/es-es/salve-reina-de-los-cielos.mp3","<div class='column'></div>","de cielos salve reina los"
"SANTO 1982","","218","218","lit","","0","https://aleyoscar.com/audio/es-es/santo-1982.mp3","<div class='column'></div>","santo 1982"
"SANTO 1988","","219","219","lit","","0","https://aleyoscar.com/audio/es-es/santo-1988.mp3","<div class='column'></div>","1988 santo"
"SANTO HEBREO","","215","215","lit","","0","https://aleyoscar.com/audio/es-es/santo-hebreo.mp3","<div class='column'></div>","santo hebreo"
"SANTO PALESTINA 74","","216","216","lit","","0","https://aleyoscar.com/audio/es-es/santo-palestina-74.mp3","<div class='column'></div>","palestina santo 74"
"SANTO PALOMERAS 65","","214","214","lit","","0","https://aleyoscar.com/audio/es-es/santo-palomeras-65.mp3","<div class='column'></div>","santo palomeras 65"
"SANTO ROMA 77","","217","217","lit","","0","https://aleyoscar.com/audio/es-es/santo-roma-77.mp3","<div class='column'></div>","roma santo 77"
"SE ENCONTRARON DOS ÁNGELES","","145","145","pre","lib|pax","0","https://aleyoscar.com/audio/es-es/se-encontraron-dos-angeles.mp3","<div class='column'></div>","dos encontraron angeles se"
"SEÑOR, AYÚDAME A NO DUDAR DE TI","","146","146","pre","com","0","https://aleyoscar.com/audio/es-es/senor-ayudame-a-no-dudar-de-ti.mp3","<div class='column'></div>","dudar a no de ti senor ayudame"
"SEÑOR, NO ME CORRIJAS EN TU CÓLERA","","147","147","pre","com","0","https://aleyoscar.com/audio/es-es/senor-no-me-corrijas-en-tu-colera.mp3","<div class='column'></div>","no tu en senor me colera corrijas"
"SEÑOR, TÚ ME ESCRUTAS Y CONOCES","","233","233","cat","","0","https://aleyoscar.com/audio/es-es/senor-tu-me-escrutas-y-conoces.mp3","<div class='column'></div>","escrutas tu conoces senor me y"
"SERMÓN DE LA MONTAÑA","","148","148","pre","","0","https://aleyoscar.com/audio/es-es/sermon-de-la-montana.mp3","<div class='column'></div>","la de sermon montana"
"SHEMÁ LSRAEL","","234","234","cat","","0","https://aleyoscar.com/audio/es-es/shema-lsrael.mp3","<div class='column'></div>","shema lsrael"
"SHLOM LEJ MARIAM","","149","149","pre","vir","0","https://aleyoscar.com/audio/es-es/shlom-lej-mariam.mp3","<div class='column'></div>","shlom mariam lej"
"SI EL SEÑOR NO CONSTRUYE LA CASA","","150","150","pre","int","0","https://aleyoscar.com/audio/es-es/si-el-senor-no-construye-la-casa.mp3","<div class='column'></div>","la si el no construye senor casa"
"SI HABÉIS RESUCITADO CON CRISTO","","151","151","pre","","0","https://aleyoscar.com/audio/es-es/si-habeis-resucitado-con-cristo.mp3","<div class='column'></div>","habeis con si cristo resucitado"
"SI HOY ESCUCHÁIS SU VOZ","","152","152","pre","","0","https://aleyoscar.com/audio/es-es/si-hoy-escuchais-su-voz.mp3","<div class='column'></div>","hoy si voz su escuchais"
"SI ME HE REFUGIADO EN EL SEÑOR","","153","153","pre","com","0","https://aleyoscar.com/audio/es-es/si-me-he-refugiado-en-el-senor.mp3","<div class='column'></div>","si el en senor refugiado me he"
"SIÉNTATE SOLITARIO Y SILENCIOSO","","235","235","cat","com","0","https://aleyoscar.com/audio/es-es/sientate-solitario-y-silencioso.mp3","<div class='column'></div>","silencioso solitario y sientate"
"SIÓN, MADRE DE TODOS LOS PUEBLOS","","154","154","pre","fin|vir","0","https://aleyoscar.com/audio/es-es/sion-madre-de-todos-los-pueblos.mp3","<div class='column'></div>","de los madre pueblos sion todos"
"SOLA A SOLO","","155","155","pre","com|pan|vir","0","https://aleyoscar.com/audio/es-es/sola-a-solo.mp3","<div class='column'></div>","a sola solo"
"STABAT MATER DOLOROSA","","156","156","pre","com|pan|vir","0","https://aleyoscar.com/audio/es-es/stabat-mater-dolorosa.mp3","<div class='column'></div>","mater dolorosa stabat"
"SUBA EL ESPOSO AL LEÑO DE SU TÁLAMO","","244","244","ele","","0","https://aleyoscar.com/audio/es-es/suba-el-esposo-al-leno-de-su-talamo.mp3","<div class='column'></div>","esposo el talamo leno su de suba al"
"SUBE DIOS ENTRE ACLAMACIONES","","157","157","pre","pas|pen|pax","0","https://aleyoscar.com/audio/es-es/sube-dios-entre-aclamaciones.mp3","<div class='column'></div>","entre dios aclamaciones sube"
"TE DEUM","","220","220","lit","","0","https://aleyoscar.com/audio/es-es/te-deum.mp3","<div class='column'></div>","te deum"
"TE ESTOY LLAMANDO, SEÑOR","","158","158","pre","com","0","https://aleyoscar.com/audio/es-es/te-estoy-llamando-senor.mp3","<div class='column'></div>","estoy te llamando senor"
"TE HE MANIFESTADO MI PECADO","","159","159","pre","com","0","https://aleyoscar.com/audio/es-es/te-he-manifestado-mi-pecado.mp3","<div class='column'></div>","manifestado pecado he te mi"
"TÚ ERES MI ESPERANZA, SEÑOR","","236","236","cat","","0","https://aleyoscar.com/audio/es-es/tu-eres-mi-esperanza-senor.mp3","<div class='column'></div>","tu esperanza senor eres mi"
"TÚ HAS CUBIERTO DE VERGÜENZA LA MUERTE","","160","160","pre","pan|pas|pen|vir","0","https://aleyoscar.com/audio/es-es/tu-has-cubierto-de-verguenza-la-muerte.mp3","<div class='column'></div>","la muerte cubierto tu de has verguenza"
"TÚ QUE ERES FIEL","","161","161","pre","com|int","0","https://aleyoscar.com/audio/es-es/tu-que-eres-fiel.mp3","<div class='column'></div>","tu que fiel eres"
"UN RETOÑO BROTA DEL TRONCO DE JESÉ","","162","162","pre","vin|pas|pen","0","https://aleyoscar.com/audio/es-es/un-retono-brota-del-tronco-de-jese.mp3","<div class='column'></div>","jese tronco del de retono un brota"
"UNA GRAN SEÑAL","","163","163","pre","fin|pas|pen|vir","0","https://aleyoscar.com/audio/es-es/una-gran-senal.mp3","<div class='column'></div>","gran una senal"
"URÍ, URÍ, URÁ","","164","164","pre","lib","0","https://aleyoscar.com/audio/es-es/uri-uri-ura.mp3","<div class='column'></div>","uri ura"
"VAMOS YA, PASTORES","","165","165","pre","lib","0","https://aleyoscar.com/audio/es-es/vamos-ya-pastores.mp3","<div class='column'></div>","ya vamos pastores"
"VEN DEL LÍBANO","","166","166","pre","vin|int|pas|pen","0","https://aleyoscar.com/audio/es-es/ven-del-libano.mp3","<div class='column'></div>","libano del ven"
"VEN, ESPÍRITU SANTO","","167","167","pre","pas|pen","0","https://aleyoscar.com/audio/es-es/ven-espiritu-santo.mp3","<div class='column'></div>","santo espiritu ven"
"VEN, HIJO DEL HOMBRE","","168","168","pre","","0","https://aleyoscar.com/audio/es-es/ven-hijo-del-hombre.mp3","<div class='column'></div>","del hombre hijo ven"
"VENI CREATOR","","169","169","pre","pas|pen","0","https://aleyoscar.com/audio/es-es/veni-creator.mp3","<div class='column'></div>","creator veni"
"VIENE EL SEÑOR","","170","170","pre","","0","https://aleyoscar.com/audio/es-es/viene-el-senor.mp3","<div class='column'></div>","viene el senor"
"VIRGEN DE LA MARAVILLA","","171","171","pre","vir","0","https://aleyoscar.com/audio/es-es/virgen-de-la-maravilla.mp3","<div class='column'></div>","virgen de la maravilla"
"VIVID ALEGRES","","172","172","pre","","0","https://aleyoscar.com/audio/es-es/vivid-alegres.mp3","<div class='column'></div>","vivid alegres"
"VOSOTROS SOIS LA LUZ DEL MUNDO","","173","173","pre","","0","https://aleyoscar.com/audio/es-es/vosotros-sois-la-luz-del-mundo.mp3","<div class='column'></div>","la del mundo luz vosotros sois"
"YA VIENE MI DIOS","","174","174","pre","lib","0","https://aleyoscar.com/audio/es-es/ya-viene-mi-dios.mp3","<div class='column'></div>","viene dios ya mi"
"YAHVEH, TÚ ERES MI DIOS","","175","175","pre","com","0","https://aleyoscar.com/audio/es-es/yahveh-tu-eres-mi-dios.mp3","<div class='column'></div>","dios tu yahveh eres mi"
"YO TE AMO, SEÑOR","","176","176","pre","int","0","https://aleyoscar.com/audio/es-es/yo-te-amo-senor.mp3","<div class='column'></div>","amo yo te senor"
"YO VENGO A REUNIR","","177","177","pre","int|fin","0","https://aleyoscar.com/audio/es-es/yo-vengo-a-reunir.mp3","<div class='column'></div>","a yo reunir vengo"
"ZAQUEO","","178","178","pre","com|int","0","https://aleyoscar.com/audio/es-es/zaqueo.mp3","<div class='column'></div>","zaqueo"
